,Reversal
64971,0
64972,0
64973,0
64974,0
64975,0
64976,0
64977,0
64978,0
64979,0
64980,0
64981,0
64982,0
64983,2
64984,2
64985,0
64986,0
64987,0
64988,0
64989,2
64990,0
64991,2
64992,2
64993,2
64994,2
64995,2
64996,2
64997,2
64998,2
64999,2
65000,2
65001,0
65002,0
65003,0
65004,0
65005,0
65006,0
65007,0
65008,0
65009,0
65010,0
65011,0
65012,0
65013,0
65014,0
65015,0
65016,0
65017,0
65018,0
65019,0
65020,0
65021,0
65022,0
65023,0
65024,0
65025,0
65026,0
65027,0
65028,0
65029,0
65030,0
65031,0
65032,0
65033,0
65034,0
65035,0
65036,1
65037,0
65038,0
65039,0
65040,0
65041,1
65042,0
65043,0
65044,1
65045,1
65046,1
65047,1
65048,1
65049,1
65050,0
65051,1
65052,1
65053,1
65054,1
65055,1
65056,0
65057,0
65058,2
65059,0
65060,2
65061,2
65062,2
65063,2
65064,0
65065,0
65066,1
65067,0
65068,0
65069,0
65070,0
65071,2
65072,2
65073,2
65074,2
65075,0
65076,0
65077,0
65078,2
65079,2
65080,2
65081,0
65082,0
65083,2
65084,2
65085,2
65086,2
65087,0
65088,0
65089,0
65090,1
65091,1
65092,1
65093,1
65094,0
65095,0
65096,0
65097,0
65098,0
65099,0
65100,0
65101,0
65102,0
65103,0
65104,1
65105,1
65106,1
65107,1
65108,1
65109,1
65110,1
65111,1
65112,1
65113,1
65114,1
65115,1
65116,1
65117,1
65118,1
65119,0
65120,0
65121,0
65122,0
65123,0
65124,0
65125,0
65126,2
65127,2
65128,0
65129,0
65130,0
65131,0
65132,0
65133,0
65134,0
65135,0
65136,0
65137,0
65138,0
65139,0
65140,0
65141,0
65142,0
65143,0
65144,0
65145,0
65146,0
65147,0
65148,2
65149,2
65150,2
65151,2
65152,2
65153,2
65154,2
65155,2
65156,2
65157,2
65158,2
65159,2
65160,2
65161,2
65162,2
65163,2
65164,2
65165,2
65166,2
65167,2
65168,2
65169,0
65170,0
65171,0
65172,0
65173,0
65174,0
65175,2
65176,0
65177,2
65178,2
65179,0
65180,0
65181,0
65182,0
65183,0
65184,0
65185,0
65186,0
65187,0
65188,0
65189,0
65190,0
65191,0
65192,0
65193,0
65194,0
65195,0
65196,0
65197,0
65198,0
65199,0
65200,0
65201,1
65202,1
65203,1
65204,0
65205,0
65206,0
65207,0
65208,0
65209,0
65210,0
65211,0
65212,0
65213,0
65214,0
65215,0
65216,0
65217,0
65218,2
65219,2
65220,2
65221,2
65222,2
65223,2
65224,2
65225,2
65226,0
65227,0
65228,0
65229,0
65230,1
65231,0
65232,0
65233,0
65234,0
65235,0
65236,0
65237,2
65238,2
65239,2
65240,2
65241,0
65242,1
65243,1
65244,0
65245,0
65246,0
65247,0
65248,0
65249,0
65250,0
65251,0
65252,0
65253,0
65254,0
65255,0
65256,0
65257,0
65258,0
65259,0
65260,0
65261,0
65262,0
65263,0
65264,0
65265,0
65266,0
65267,0
65268,1
65269,1
65270,1
65271,1
65272,1
65273,1
65274,1
65275,0
65276,0
65277,0
65278,0
65279,0
65280,0
65281,0
65282,0
65283,0
65284,0
65285,0
65286,0
65287,0
65288,0
65289,0
65290,0
65291,2
65292,2
65293,2
65294,2
65295,2
65296,2
65297,2
65298,0
65299,0
65300,0
65301,0
65302,0
65303,0
65304,0
65305,0
65306,0
65307,0
65308,0
65309,0
65310,0
65311,0
65312,0
65313,0
65314,0
65315,0
65316,0
65317,1
65318,0
65319,0
65320,0
65321,0
65322,0
65323,0
65324,0
65325,0
65326,0
65327,0
65328,0
65329,0
65330,0
65331,0
65332,0
65333,0
65334,0
65335,0
65336,0
65337,0
65338,0
65339,0
65340,0
65341,0
65342,0
65343,0
65344,2
65345,0
65346,0
65347,0
65348,2
65349,0
65350,0
65351,0
65352,0
65353,0
65354,2
65355,2
65356,2
65357,2
65358,2
65359,2
65360,2
65361,2
65362,2
65363,0
65364,1
65365,1
65366,1
65367,1
65368,0
65369,0
65370,0
65371,0
65372,2
65373,0
65374,0
65375,0
65376,0
65377,0
65378,0
65379,0
65380,1
65381,1
65382,1
65383,1
65384,0
65385,0
65386,0
65387,0
65388,0
65389,0
65390,0
65391,0
65392,0
65393,0
65394,2
65395,0
65396,2
65397,0
65398,0
65399,0
65400,2
65401,2
65402,2
65403,2
65404,2
65405,2
65406,2
65407,2
65408,2
65409,2
65410,2
65411,2
65412,2
65413,0
65414,1
65415,1
65416,1
65417,0
65418,0
65419,0
65420,0
65421,0
65422,0
65423,0
65424,2
65425,2
65426,2
65427,2
65428,0
65429,0
65430,0
65431,0
65432,0
65433,0
65434,0
65435,0
65436,0
65437,0
65438,0
65439,0
65440,0
65441,0
65442,0
65443,0
65444,0
65445,0
65446,0
65447,0
65448,0
65449,0
65450,0
65451,0
65452,0
65453,0
65454,0
65455,0
65456,0
65457,0
65458,0
65459,0
65460,0
65461,0
65462,0
65463,0
65464,0
65465,0
65466,0
65467,0
65468,0
65469,0
65470,0
65471,0
65472,0
65473,0
65474,1
65475,1
65476,0
65477,0
65478,1
65479,0
65480,1
65481,1
65482,1
65483,1
65484,1
65485,0
65486,0
65487,0
65488,0
65489,0
65490,0
65491,0
65492,0
65493,0
65494,0
65495,0
65496,0
65497,1
65498,1
65499,1
65500,1
65501,0
65502,0
65503,0
65504,0
65505,0
65506,0
65507,1
65508,1
65509,0
65510,0
65511,0
65512,0
65513,0
65514,0
65515,0
65516,0
65517,0
65518,0
65519,0
65520,2
65521,2
65522,2
65523,2
65524,2
65525,2
65526,2
65527,2
65528,2
65529,2
65530,2
65531,0
65532,2
65533,2
65534,0
65535,0
65536,0
65537,0
65538,2
65539,2
65540,2
65541,0
65542,0
65543,0
65544,0
65545,0
65546,0
65547,0
65548,0
65549,0
65550,0
65551,0
65552,0
65553,0
65554,0
65555,1
65556,1
65557,0
65558,0
65559,0
65560,0
65561,0
65562,0
65563,0
65564,0
65565,2
65566,2
65567,2
65568,0
65569,2
65570,2
65571,2
65572,2
65573,0
65574,2
65575,0
65576,0
65577,0
65578,0
65579,0
65580,0
65581,0
65582,0
65583,0
65584,0
65585,0
65586,0
65587,0
65588,0
65589,0
65590,0
65591,0
65592,0
65593,2
65594,2
65595,2
65596,2
65597,2
65598,2
65599,0
65600,0
65601,0
65602,0
65603,0
65604,0
65605,0
65606,0
65607,0
65608,0
65609,0
65610,0
65611,0
65612,0
65613,0
65614,0
65615,0
65616,0
65617,0
65618,0
65619,0
65620,0
65621,0
65622,0
65623,0
65624,0
65625,0
65626,0
65627,2
65628,2
65629,2
65630,2
65631,0
65632,0
65633,2
65634,2
65635,2
65636,2
65637,2
65638,0
65639,2
65640,0
65641,0
65642,0
65643,0
65644,0
65645,0
65646,0
65647,0
65648,0
65649,0
65650,0
65651,0
65652,0
65653,0
65654,0
65655,0
65656,0
65657,0
65658,1
65659,0
65660,1
65661,0
65662,0
65663,1
65664,1
65665,1
65666,1
65667,0
65668,1
65669,1
65670,0
65671,0
65672,0
65673,0
65674,0
65675,0
65676,0
65677,0
65678,0
65679,0
65680,0
65681,0
65682,0
65683,0
65684,0
65685,0
65686,0
65687,1
65688,1
65689,0
65690,1
65691,1
65692,1
65693,0
65694,0
65695,0
65696,0
65697,0
65698,0
65699,0
65700,0
65701,0
65702,0
65703,0
65704,0
65705,0
65706,0
65707,0
65708,0
65709,0
65710,0
65711,0
65712,0
65713,0
65714,0
65715,1
65716,1
65717,1
65718,1
65719,1
65720,1
65721,0
65722,1
65723,1
65724,1
65725,1
65726,0
65727,1
65728,1
65729,1
65730,1
65731,1
65732,1
65733,1
65734,1
65735,0
65736,0
65737,2
65738,0
65739,0
65740,0
65741,2
65742,2
65743,0
65744,2
65745,2
65746,2
65747,2
65748,2
65749,2
65750,2
65751,2
65752,2
65753,2
65754,0
65755,0
65756,0
65757,0
65758,0
65759,0
65760,0
65761,0
65762,0
65763,0
65764,0
65765,0
65766,0
65767,0
65768,0
65769,0
65770,0
65771,0
65772,0
65773,0
65774,0
65775,0
65776,2
65777,2
65778,2
65779,2
65780,2
65781,2
65782,2
65783,2
65784,2
65785,0
65786,0
65787,0
65788,0
65789,0
65790,0
65791,0
65792,0
65793,0
65794,0
65795,0
65796,2
65797,2
65798,2
65799,2
65800,2
65801,2
65802,2
65803,0
65804,0
65805,2
65806,2
65807,2
65808,2
65809,2
65810,0
65811,0
65812,0
65813,0
65814,0
65815,0
65816,2
65817,2
65818,2
65819,2
65820,2
65821,2
65822,2
65823,2
65824,2
65825,2
65826,0
65827,2
65828,0
65829,0
65830,0
65831,0
65832,0
65833,0
65834,0
65835,0
65836,0
65837,0
65838,0
65839,0
65840,0
65841,0
65842,0
65843,0
65844,0
65845,0
65846,0
65847,0
65848,0
65849,0
65850,0
65851,0
65852,1
65853,1
65854,0
65855,0
65856,0
65857,0
65858,0
65859,0
65860,0
65861,0
65862,0
65863,0
65864,0
65865,0
65866,0
65867,0
65868,0
65869,1
65870,0
65871,1
65872,0
65873,0
65874,0
65875,0
65876,1
65877,1
65878,0
65879,0
65880,0
65881,0
65882,0
65883,0
65884,0
65885,0
65886,0
65887,2
65888,2
65889,2
65890,2
65891,2
65892,2
65893,2
65894,0
65895,0
65896,0
65897,0
65898,0
65899,0
65900,0
65901,0
65902,0
65903,0
65904,1
65905,0
65906,0
65907,2
65908,2
65909,2
65910,2
65911,2
65912,2
65913,2
65914,2
65915,2
65916,0
65917,0
65918,0
65919,0
65920,0
65921,0
65922,0
65923,0
65924,0
65925,0
65926,0
65927,0
65928,0
65929,0
65930,0
65931,0
65932,0
65933,0
65934,0
65935,0
65936,0
65937,0
65938,0
65939,0
65940,0
65941,0
65942,0
65943,0
65944,0
65945,0
65946,0
65947,0
65948,0
65949,0
65950,0
65951,0
65952,0
65953,0
65954,0
65955,0
65956,1
65957,1
65958,0
65959,0
65960,0
65961,0
65962,0
65963,0
65964,0
65965,0
65966,0
65967,0
65968,0
65969,0
65970,0
65971,0
65972,0
65973,0
65974,0
65975,0
65976,0
65977,0
65978,0
65979,0
65980,0
65981,0
65982,0
65983,0
65984,0
65985,0
65986,0
65987,0
65988,0
65989,0
65990,0
65991,0
65992,0
65993,0
65994,0
65995,0
65996,0
65997,0
65998,0
65999,0
66000,0
66001,0
66002,0
66003,0
66004,0
66005,0
66006,0
66007,0
66008,0
66009,0
66010,0
66011,0
66012,0
66013,0
66014,0
66015,0
66016,0
66017,0
66018,0
66019,0
66020,0
66021,0
66022,0
66023,0
66024,0
66025,0
66026,0
66027,0
66028,0
66029,0
66030,0
66031,0
66032,0
66033,0
66034,0
66035,0
66036,0
66037,0
66038,0
66039,0
66040,0
66041,0
66042,0
66043,0
66044,0
66045,0
66046,0
66047,0
66048,0
66049,0
66050,0
66051,0
66052,0
66053,0
66054,0
66055,0
66056,0
66057,0
66058,0
66059,0
66060,0
66061,1
66062,1
66063,1
66064,1
66065,1
66066,1
66067,1
66068,1
66069,0
66070,0
66071,0
66072,0
66073,0
66074,0
66075,0
66076,0
66077,0
66078,0
66079,0
66080,0
66081,0
66082,0
66083,1
66084,1
66085,1
66086,1
66087,1
66088,1
66089,1
66090,1
66091,1
66092,1
66093,1
66094,1
66095,0
66096,0
66097,0
66098,0
66099,0
66100,0
66101,0
66102,0
66103,0
66104,0
66105,0
66106,2
66107,2
66108,2
66109,2
66110,2
66111,0
66112,2
66113,2
66114,0
66115,0
66116,2
66117,0
66118,0
66119,0
66120,0
66121,0
66122,0
66123,0
66124,0
66125,0
66126,0
66127,0
66128,0
66129,0
66130,0
66131,0
66132,1
66133,1
66134,1
66135,1
66136,0
66137,0
66138,0
66139,0
66140,0
66141,2
66142,2
66143,2
66144,2
66145,2
66146,2
66147,2
66148,0
66149,0
66150,0
66151,0
66152,0
66153,0
66154,0
66155,0
66156,0
66157,0
66158,0
66159,0
66160,0
66161,0
66162,0
66163,2
66164,0
66165,0
66166,0
66167,0
66168,0
66169,0
66170,0
66171,0
66172,0
66173,0
66174,0
66175,0
66176,1
66177,1
66178,1
66179,0
66180,0
66181,0
66182,0
66183,0
66184,0
66185,0
66186,0
66187,0
66188,0
66189,0
66190,0
66191,1
66192,0
66193,1
66194,0
66195,1
66196,0
66197,0
66198,0
66199,0
66200,0
66201,0
66202,0
66203,0
66204,0
66205,0
66206,0
66207,0
66208,0
66209,2
66210,0
66211,0
66212,0
66213,0
66214,0
66215,0
66216,0
66217,2
66218,0
66219,2
66220,0
66221,2
66222,2
66223,2
66224,2
66225,2
66226,2
66227,2
66228,2
66229,2
66230,2
66231,0
66232,0
66233,0
66234,2
66235,2
66236,2
66237,2
66238,2
66239,2
66240,2
66241,2
66242,0
66243,0
66244,0
66245,0
66246,0
66247,0
66248,0
66249,0
66250,0
66251,0
66252,0
66253,0
66254,0
66255,0
66256,0
66257,0
66258,0
66259,0
66260,0
66261,0
66262,0
66263,0
66264,0
66265,0
66266,0
66267,0
66268,0
66269,0
66270,0
66271,0
66272,0
66273,0
66274,0
66275,0
66276,0
66277,0
66278,0
66279,0
66280,1
66281,0
66282,0
66283,0
66284,0
66285,0
66286,0
66287,0
66288,0
66289,0
66290,0
66291,0
66292,0
66293,0
66294,0
66295,0
66296,0
66297,0
66298,0
66299,0
66300,0
66301,0
66302,0
66303,0
66304,2
66305,2
66306,2
66307,2
66308,2
66309,2
66310,0
66311,2
66312,2
66313,2
66314,2
66315,2
66316,2
66317,2
66318,2
66319,0
66320,0
66321,0
66322,0
66323,0
66324,0
66325,0
66326,0
66327,0
66328,0
66329,0
66330,0
66331,0
66332,0
66333,0
66334,0
66335,0
66336,0
66337,0
66338,0
66339,0
66340,0
66341,0
66342,0
66343,0
66344,0
66345,0
66346,0
66347,0
66348,0
66349,0
66350,0
66351,0
66352,0
66353,0
66354,0
66355,0
66356,0
66357,0
66358,0
66359,0
66360,0
66361,0
66362,0
66363,0
66364,2
66365,2
66366,2
66367,2
66368,2
66369,0
66370,0
66371,2
66372,2
66373,2
66374,0
66375,0
66376,0
66377,0
66378,0
66379,1
66380,1
66381,0
66382,0
66383,0
66384,0
66385,0
66386,0
66387,0
66388,0
66389,0
66390,0
66391,0
66392,0
66393,0
66394,0
66395,0
66396,0
66397,0
66398,0
66399,0
66400,0
66401,0
66402,0
66403,0
66404,0
66405,1
66406,1
66407,1
66408,1
66409,1
66410,1
66411,0
66412,1
66413,0
66414,2
66415,0
66416,0
66417,0
66418,0
66419,0
66420,0
66421,1
66422,0
66423,1
66424,1
66425,1
66426,1
66427,1
66428,1
66429,1
66430,0
66431,0
66432,1
66433,1
66434,1
66435,1
66436,1
66437,0
66438,0
66439,0
66440,0
66441,0
66442,0
66443,0
66444,0
66445,0
66446,0
66447,0
66448,0
66449,0
66450,0
66451,0
66452,0
66453,0
66454,0
66455,2
66456,2
66457,2
66458,0
66459,0
66460,0
66461,0
66462,0
66463,0
66464,2
66465,0
66466,0
66467,0
66468,0
66469,1
66470,0
66471,0
66472,0
66473,2
66474,2
66475,2
66476,2
66477,2
66478,2
66479,0
66480,2
66481,0
66482,0
66483,0
66484,0
66485,0
66486,0
66487,0
66488,0
66489,2
66490,2
66491,2
66492,2
66493,2
66494,2
66495,2
66496,2
66497,2
66498,2
66499,2
66500,2
66501,0
66502,0
66503,0
66504,0
66505,0
66506,2
66507,2
66508,2
66509,0
66510,0
66511,0
66512,0
66513,0
66514,0
66515,0
66516,0
66517,0
66518,0
66519,0
66520,0
66521,0
66522,0
66523,0
66524,1
66525,1
66526,1
66527,1
66528,1
66529,0
66530,0
66531,0
66532,0
66533,0
66534,0
66535,0
66536,0
66537,0
66538,0
66539,0
66540,0
66541,0
66542,0
66543,0
66544,0
66545,0
66546,0
66547,0
66548,0
66549,0
66550,0
66551,0
66552,0
66553,0
66554,0
66555,0
66556,0
66557,0
66558,0
66559,0
66560,0
66561,0
66562,0
66563,0
66564,0
66565,0
66566,0
66567,0
66568,0
66569,0
66570,0
66571,0
66572,0
66573,0
66574,1
66575,0
66576,0
66577,0
66578,0
66579,0
66580,0
66581,1
66582,1
66583,1
66584,1
66585,0
66586,0
66587,0
66588,0
66589,0
66590,0
66591,0
66592,0
66593,0
66594,0
66595,0
66596,0
66597,0
66598,0
66599,1
66600,1
66601,1
66602,1
66603,1
66604,1
66605,1
66606,0
66607,1
66608,1
66609,1
66610,0
66611,0
66612,0
66613,0
66614,0
66615,0
66616,0
66617,0
66618,0
66619,0
66620,0
66621,0
66622,0
66623,0
66624,2
66625,0
66626,2
66627,2
66628,2
66629,2
66630,2
66631,2
66632,2
66633,2
66634,0
66635,0
66636,2
66637,2
66638,0
66639,0
66640,0
66641,0
66642,0
66643,0
66644,0
66645,2
66646,2
66647,2
66648,0
66649,0
66650,0
66651,0
66652,0
66653,0
66654,0
66655,1
66656,0
66657,0
66658,0
66659,0
66660,0
66661,0
66662,0
66663,0
66664,0
66665,0
66666,0
66667,0
66668,0
66669,0
66670,0
66671,0
66672,0
66673,1
66674,0
66675,1
66676,0
66677,0
66678,0
66679,0
66680,0
66681,0
66682,0
66683,0
66684,0
66685,0
66686,0
66687,0
66688,0
66689,0
66690,0
66691,1
66692,1
66693,0
66694,0
66695,0
66696,2
66697,2
66698,2
66699,2
66700,0
66701,2
66702,0
66703,2
66704,2
66705,0
66706,0
66707,0
66708,0
66709,0
66710,0
66711,0
66712,0
66713,0
66714,0
66715,0
66716,0
66717,0
66718,0
66719,2
66720,2
66721,2
66722,2
66723,2
66724,0
66725,2
66726,2
66727,0
66728,2
66729,2
66730,2
66731,2
66732,0
66733,0
66734,0
66735,0
66736,0
66737,0
66738,0
66739,0
66740,0
66741,0
66742,2
66743,0
66744,2
66745,0
66746,2
66747,2
66748,2
66749,0
66750,2
66751,2
66752,2
66753,2
66754,2
66755,2
66756,2
66757,2
66758,0
66759,0
66760,0
66761,0
66762,0
66763,1
66764,0
66765,0
66766,1
66767,1
66768,1
66769,0
66770,0
66771,2
66772,2
66773,2
66774,2
66775,2
66776,2
66777,2
66778,1
66779,1
66780,1
66781,0
66782,0
66783,1
66784,0
66785,1
66786,0
66787,0
66788,0
66789,0
66790,0
66791,0
66792,0
66793,0
66794,0
66795,0
66796,0
66797,0
66798,0
66799,0
66800,0
66801,0
66802,0
66803,0
66804,0
66805,1
66806,1
66807,0
66808,0
66809,0
66810,0
66811,1
66812,1
66813,1
66814,0
66815,0
66816,0
66817,0
66818,0
66819,0
66820,0
66821,2
66822,2
66823,0
66824,0
66825,0
66826,1
66827,1
66828,0
66829,0
66830,0
66831,0
66832,1
66833,1
66834,0
66835,0
66836,0
66837,0
66838,0
66839,0
66840,0
66841,0
66842,0
66843,0
66844,0
66845,0
66846,0
66847,0
66848,0
66849,2
66850,2
66851,2
66852,2
66853,0
66854,2
66855,2
66856,2
66857,2
66858,0
66859,2
66860,0
66861,0
66862,0
66863,0
66864,0
66865,0
66866,0
66867,0
66868,0
66869,0
66870,0
66871,0
66872,0
66873,0
66874,0
66875,0
66876,0
66877,1
66878,0
66879,0
66880,0
66881,0
66882,0
66883,0
66884,0
66885,0
66886,0
66887,2
66888,0
66889,2
66890,0
66891,2
66892,2
66893,2
66894,2
66895,2
66896,0
66897,0
66898,0
66899,0
66900,0
66901,0
66902,0
66903,1
66904,1
66905,1
66906,1
66907,1
66908,1
66909,1
66910,1
66911,1
66912,1
66913,0
66914,0
66915,0
66916,0
66917,0
66918,0
66919,0
66920,0
66921,1
66922,1
66923,0
66924,0
66925,0
66926,0
66927,0
66928,0
66929,1
66930,1
66931,0
66932,0
66933,0
66934,0
66935,0
66936,0
66937,0
66938,0
66939,0
66940,0
66941,0
66942,0
66943,0
66944,0
66945,0
66946,0
66947,1
66948,1
66949,1
66950,1
66951,1
66952,1
66953,1
66954,0
66955,0
66956,0
66957,0
66958,0
66959,0
66960,0
66961,2
66962,2
66963,2
66964,0
66965,0
66966,0
66967,0
66968,0
66969,0
66970,0
66971,0
66972,2
66973,2
66974,2
66975,0
66976,0
66977,0
66978,0
66979,0
66980,0
66981,0
66982,0
66983,0
66984,0
66985,1
66986,1
66987,0
66988,0
66989,1
66990,0
66991,0
66992,0
66993,0
66994,0
66995,0
66996,0
66997,0
66998,0
66999,0
67000,0
67001,0
67002,0
67003,0
67004,0
67005,0
67006,0
67007,0
67008,0
67009,0
67010,1
67011,1
67012,1
67013,1
67014,1
67015,1
67016,0
67017,0
67018,0
67019,0
67020,0
67021,0
67022,0
67023,0
67024,0
67025,0
67026,0
67027,0
67028,0
67029,0
67030,0
67031,0
67032,0
67033,0
67034,0
67035,0
67036,0
67037,0
67038,0
67039,0
67040,0
67041,0
67042,0
67043,0
67044,0
67045,0
67046,0
67047,0
67048,2
67049,2
67050,0
67051,2
67052,2
67053,2
67054,0
67055,0
67056,0
67057,0
67058,1
67059,1
67060,1
67061,1
67062,1
67063,1
67064,1
67065,1
67066,2
67067,1
67068,0
67069,1
67070,0
67071,0
67072,2
67073,2
67074,2
67075,2
67076,2
67077,2
67078,2
67079,2
67080,2
67081,0
67082,1
67083,1
67084,1
67085,0
67086,0
67087,0
67088,0
67089,0
67090,0
67091,0
67092,0
67093,2
67094,0
67095,2
67096,0
67097,0
67098,2
67099,2
67100,0
67101,0
67102,0
67103,0
67104,0
67105,0
67106,0
67107,0
67108,0
67109,0
67110,0
67111,0
67112,0
67113,0
67114,0
67115,0
67116,0
67117,0
67118,0
67119,0
67120,0
67121,0
67122,0
67123,0
67124,0
67125,0
67126,0
67127,0
67128,0
67129,0
67130,0
67131,0
67132,0
67133,0
67134,0
67135,0
67136,0
67137,0
67138,2
67139,2
67140,2
67141,2
67142,2
67143,2
67144,2
67145,2
67146,2
67147,2
67148,2
67149,2
67150,2
67151,2
67152,0
67153,0
67154,1
67155,1
67156,0
67157,1
67158,1
67159,0
67160,0
67161,0
67162,0
67163,0
67164,0
67165,0
67166,0
67167,0
67168,0
67169,0
67170,0
67171,0
67172,0
67173,2
67174,2
67175,2
67176,2
67177,0
67178,0
67179,2
67180,2
67181,2
67182,2
67183,0
67184,0
67185,0
67186,0
67187,2
67188,0
67189,0
67190,2
67191,2
67192,2
67193,2
67194,2
67195,2
67196,2
67197,2
67198,2
67199,2
67200,2
67201,2
67202,2
67203,0
67204,0
67205,0
67206,0
67207,0
67208,0
67209,0
67210,0
67211,0
67212,0
67213,0
67214,0
67215,0
67216,0
67217,0
67218,0
67219,1
67220,1
67221,0
67222,0
67223,0
67224,1
67225,1
67226,0
67227,0
67228,0
67229,0
67230,0
67231,0
67232,0
67233,0
67234,0
67235,0
67236,0
67237,0
67238,0
67239,0
67240,0
67241,0
67242,0
67243,0
67244,0
67245,0
67246,2
67247,2
67248,0
67249,2
67250,0
67251,0
67252,0
67253,2
67254,2
67255,2
67256,2
67257,0
67258,0
67259,0
67260,0
67261,0
67262,0
67263,0
67264,0
67265,0
67266,1
67267,0
67268,0
67269,0
67270,0
67271,0
67272,0
67273,0
67274,0
67275,0
67276,0
67277,0
67278,0
67279,0
67280,0
67281,0
67282,0
67283,1
67284,1
67285,1
67286,1
67287,1
67288,1
67289,1
67290,1
67291,1
67292,0
67293,0
67294,0
67295,0
67296,0
67297,0
67298,0
67299,0
67300,0
67301,0
67302,0
67303,0
67304,0
67305,0
67306,0
67307,0
67308,0
67309,0
67310,0
67311,0
67312,0
67313,0
67314,0
67315,2
67316,0
67317,2
67318,2
67319,2
67320,2
67321,2
67322,2
67323,2
67324,2
67325,0
67326,0
67327,1
67328,1
67329,1
67330,1
67331,1
67332,0
67333,1
67334,1
67335,1
67336,0
67337,1
67338,1
67339,1
67340,1
67341,1
67342,1
67343,1
67344,0
67345,2
67346,0
67347,0
67348,0
67349,0
67350,2
67351,0
67352,0
67353,0
67354,0
67355,0
67356,0
67357,0
67358,0
67359,0
67360,0
67361,0
67362,1
67363,0
67364,0
67365,1
67366,1
67367,1
67368,1
67369,0
67370,0
67371,0
67372,0
67373,0
67374,0
67375,0
67376,0
67377,0
67378,1
67379,1
67380,1
67381,1
67382,0
67383,1
67384,1
67385,1
67386,1
67387,1
67388,0
67389,0
67390,0
67391,0
67392,0
67393,0
67394,0
67395,0
67396,0
67397,0
67398,0
67399,0
67400,0
67401,0
67402,0
67403,0
67404,0
67405,0
67406,0
67407,0
67408,0
67409,0
67410,2
67411,0
67412,0
67413,0
67414,0
67415,0
67416,0
67417,0
67418,1
67419,1
67420,1
67421,1
67422,1
67423,1
67424,1
67425,0
67426,0
67427,0
67428,0
67429,2
67430,2
67431,0
67432,0
67433,0
67434,0
67435,0
67436,0
67437,0
67438,0
67439,0
67440,0
67441,0
67442,0
67443,0
67444,0
67445,0
67446,0
67447,2
67448,2
67449,0
67450,2
67451,2
67452,2
67453,2
67454,2
67455,2
67456,2
67457,2
67458,0
67459,0
67460,0
67461,0
67462,0
67463,0
67464,0
67465,0
67466,1
67467,1
67468,0
67469,1
67470,0
67471,0
67472,0
67473,0
67474,1
67475,1
67476,1
67477,1
67478,1
67479,1
67480,0
67481,0
67482,1
67483,1
67484,1
67485,1
67486,1
67487,1
67488,0
67489,0
67490,0
67491,0
67492,0
67493,0
67494,2
67495,2
67496,2
67497,2
67498,2
67499,2
67500,2
67501,2
67502,2
67503,1
67504,0
67505,1
67506,1
67507,1
67508,1
67509,0
67510,0
67511,0
67512,0
67513,0
67514,0
67515,0
67516,0
67517,0
67518,0
67519,0
67520,0
67521,0
67522,0
67523,0
67524,1
67525,1
67526,1
67527,1
67528,1
67529,1
67530,1
67531,1
67532,1
67533,0
67534,0
67535,2
67536,2
67537,2
67538,0
67539,0
67540,0
67541,0
67542,0
67543,0
67544,0
67545,1
67546,0
67547,1
67548,1
67549,1
67550,1
67551,1
67552,0
67553,0
67554,0
67555,0
67556,1
67557,1
67558,1
67559,0
67560,0
67561,0
67562,0
67563,0
67564,0
67565,0
67566,0
67567,0
67568,0
67569,0
67570,0
67571,0
67572,0
67573,0
67574,0
67575,2
67576,2
67577,0
67578,0
67579,0
67580,0
67581,0
67582,0
67583,0
67584,0
67585,0
67586,0
67587,0
67588,0
67589,0
67590,0
67591,0
67592,0
67593,0
67594,0
67595,0
67596,0
67597,0
67598,0
67599,0
67600,1
67601,0
67602,2
67603,0
67604,0
67605,0
67606,1
67607,1
67608,1
67609,1
67610,1
67611,0
67612,0
67613,0
67614,0
67615,0
67616,0
67617,0
67618,0
67619,0
67620,0
67621,0
67622,0
67623,0
67624,0
67625,1
67626,1
67627,1
67628,1
67629,1
67630,1
67631,0
67632,0
67633,0
67634,0
67635,0
67636,0
67637,0
67638,0
67639,0
67640,0
67641,0
67642,0
67643,0
67644,0
67645,0
67646,0
67647,0
67648,0
67649,0
67650,0
67651,0
67652,1
67653,1
67654,1
67655,1
67656,0
67657,1
67658,0
67659,0
67660,0
67661,0
67662,1
67663,1
67664,0
67665,0
67666,1
67667,1
67668,1
67669,0
67670,0
67671,0
67672,2
67673,2
67674,2
67675,2
67676,0
67677,2
67678,2
67679,2
67680,2
67681,2
67682,2
67683,2
67684,2
67685,2
67686,2
67687,0
67688,0
67689,0
67690,2
67691,2
67692,0
67693,2
67694,2
67695,0
67696,0
67697,0
67698,0
67699,0
67700,0
67701,0
67702,0
67703,0
67704,2
67705,2
67706,2
67707,2
67708,2
67709,2
67710,2
67711,0
67712,0
67713,0
67714,0
67715,0
67716,0
67717,0
67718,0
67719,0
67720,0
67721,0
67722,0
67723,0
67724,0
67725,0
67726,0
67727,0
67728,1
67729,1
67730,1
67731,1
67732,1
67733,1
67734,1
67735,1
67736,1
67737,1
67738,1
67739,1
67740,1
67741,1
67742,0
67743,0
67744,0
67745,2
67746,2
67747,2
67748,2
67749,2
67750,0
67751,0
67752,0
67753,0
67754,0
67755,0
67756,1
67757,1
67758,1
67759,0
67760,1
67761,1
67762,1
67763,0
67764,0
67765,2
67766,2
67767,2
67768,2
